timestamp,flow_rate_gpm,basin_id
2024-01-01 00:00:00,450.2,Basin_A
2024-01-01 01:00:00,448.5,Basin_A
2024-01-01 02:00:00,445.8,Basin_A
2024-01-01 03:00:00,443.2,Basin_A
2024-01-01 04:00:00,442.1,Basin_A
2024-01-01 05:00:00,441.5,Basin_A
2024-01-01 06:00:00,458.3,Basin_A
2024-01-01 07:00:00,492.5,Basin_A
2024-01-01 08:00:00,515.8,Basin_A
2024-01-01 09:00:00,502.3,Basin_A
2024-01-01 10:00:00,485.2,Basin_A
2024-01-01 11:00:00,475.6,Basin_A
2024-01-01 12:00:00,468.9,Basin_A
2024-01-01 13:00:00,465.2,Basin_A
2024-01-01 14:00:00,720.5,Basin_A
2024-01-01 15:00:00,1850.3,Basin_A
2024-01-01 16:00:00,2450.8,Basin_A
2024-01-01 17:00:00,1920.5,Basin_A
2024-01-01 18:00:00,1250.2,Basin_A
2024-01-01 19:00:00,890.5,Basin_A
2024-01-01 20:00:00,720.8,Basin_A
2024-01-01 21:00:00,650.2,Basin_A
2024-01-01 22:00:00,605.5,Basin_A
2024-01-01 23:00:00,575.3,Basin_A
2024-01-02 00:00:00,555.8,Basin_A
2024-01-02 01:00:00,542.2,Basin_A
2024-01-02 02:00:00,530.5,Basin_A
2024-01-02 03:00:00,520.8,Basin_A
2024-01-02 04:00:00,512.5,Basin_A
2024-01-02 05:00:00,505.2,Basin_A
2024-01-02 06:00:00,520.3,Basin_A
2024-01-02 07:00:00,555.8,Basin_A
2024-01-02 08:00:00,580.2,Basin_A
2024-01-02 09:00:00,565.5,Basin_A
2024-01-02 10:00:00,545.8,Basin_A
2024-01-02 11:00:00,535.2,Basin_A
2024-01-02 12:00:00,528.5,Basin_A
2024-01-02 13:00:00,525.8,Basin_A
2024-01-02 14:00:00,522.5,Basin_A
2024-01-02 15:00:00,520.2,Basin_A
2024-01-02 16:00:00,518.5,Basin_A
2024-01-02 17:00:00,515.8,Basin_A
2024-01-02 18:00:00,512.5,Basin_A
2024-01-02 19:00:00,508.2,Basin_A
2024-01-02 20:00:00,505.5,Basin_A
2024-01-02 21:00:00,502.8,Basin_A
2024-01-02 22:00:00,498.5,Basin_A
2024-01-02 23:00:00,495.2,Basin_A
2024-01-03 00:00:00,492.5,Basin_A
2024-01-03 01:00:00,488.8,Basin_A
2024-01-03 02:00:00,485.2,Basin_A
2024-01-03 03:00:00,482.5,Basin_A
2024-01-03 04:00:00,480.2,Basin_A
2024-01-03 05:00:00,478.5,Basin_A
2024-01-03 06:00:00,495.2,Basin_A
2024-01-03 07:00:00,530.5,Basin_A
2024-01-03 08:00:00,555.8,Basin_A
2024-01-03 09:00:00,542.2,Basin_A
2024-01-03 10:00:00,525.5,Basin_A
2024-01-03 11:00:00,515.8,Basin_A
2024-01-03 12:00:00,508.5,Basin_A
2024-01-03 13:00:00,505.2,Basin_A
2024-01-03 14:00:00,502.5,Basin_A
2024-01-03 15:00:00,498.8,Basin_A
2024-01-03 16:00:00,495.5,Basin_A
2024-01-03 17:00:00,492.2,Basin_A
2024-01-03 18:00:00,488.5,Basin_A
2024-01-03 19:00:00,485.8,Basin_A
2024-01-03 20:00:00,482.5,Basin_A
2024-01-03 21:00:00,478.8,Basin_A
2024-01-03 22:00:00,475.2,Basin_A
2024-01-03 23:00:00,472.5,Basin_A
2024-01-04 00:00:00,470.2,Basin_A
2024-01-04 01:00:00,468.5,Basin_A
2024-01-04 02:00:00,465.8,Basin_A
2024-01-04 03:00:00,463.2,Basin_A
2024-01-04 04:00:00,462.5,Basin_A
2024-01-04 05:00:00,461.8,Basin_A
2024-01-04 06:00:00,478.5,Basin_A
2024-01-04 07:00:00,512.8,Basin_A
2024-01-04 08:00:00,535.2,Basin_A
2024-01-04 09:00:00,522.5,Basin_A
2024-01-04 10:00:00,850.5,Basin_A
2024-01-04 11:00:00,1450.8,Basin_A
2024-01-04 12:00:00,1820.5,Basin_A
2024-01-04 13:00:00,1520.2,Basin_A
2024-01-04 14:00:00,1150.5,Basin_A
2024-01-04 15:00:00,920.8,Basin_A
2024-01-04 16:00:00,780.5,Basin_A
2024-01-04 17:00:00,695.2,Basin_A
2024-01-04 18:00:00,650.5,Basin_A
2024-01-04 19:00:00,620.8,Basin_A
2024-01-04 20:00:00,595.2,Basin_A
2024-01-04 21:00:00,575.5,Basin_A
2024-01-04 22:00:00,558.8,Basin_A
2024-01-04 23:00:00,545.2,Basin_A
2024-01-05 00:00:00,535.5,Basin_A
2024-01-01 00:00:00,320.5,Basin_B
2024-01-01 01:00:00,318.2,Basin_B
2024-01-01 02:00:00,315.8,Basin_B
2024-01-01 03:00:00,313.5,Basin_B
2024-01-01 04:00:00,312.2,Basin_B
2024-01-01 05:00:00,311.5,Basin_B
2024-01-01 06:00:00,328.3,Basin_B
2024-01-01 07:00:00,362.5,Basin_B
2024-01-01 08:00:00,385.8,Basin_B
2024-01-01 09:00:00,372.3,Basin_B
2024-01-01 10:00:00,355.2,Basin_B
2024-01-01 11:00:00,345.6,Basin_B
2024-01-01 12:00:00,338.9,Basin_B
2024-01-01 13:00:00,335.2,Basin_B
2024-01-01 14:00:00,520.5,Basin_B
2024-01-01 15:00:00,1250.3,Basin_B
2024-01-01 16:00:00,1650.8,Basin_B
2024-01-01 17:00:00,1320.5,Basin_B
2024-01-01 18:00:00,850.2,Basin_B
2024-01-01 19:00:00,620.5,Basin_B
2024-01-01 20:00:00,520.8,Basin_B
2024-01-01 21:00:00,480.2,Basin_B
2024-01-01 22:00:00,455.5,Basin_B
2024-01-01 23:00:00,435.3,Basin_B
